train/globe thistle/image_07122.jpg,0.3183098861837909,0.04662745238413282,0.03283045932786362,0.03530489167958817,0.06735183268814098,0.01946964591443681,0.056281620031414833,0.06406787181545379,0.06702421637028631,0.010887383592071817,0.10911964995938783,0.05679256042954432,0.04678329370928899,0.014235982716531363,0.07123060033890258,0.12443800425229294,0.04536858706700597,0.07725122729333565,0.0448492405764787,0.03759859492876075,0.0460183631882209,0.03295974122904695,0.16525631338789554,0.010828280546918723,0.15681693888416773
train/globe thistle/image_08097.jpg,0.31830988618378925,0.02163371804381901,0.002746807536744157,0.01589900968941452,0.02745774291476725,0.04712595393876986,0.02610855314633179,0.018564782734186443,0.031392376485626955,0.03948255411279362,0.05107253275212183,0.04418154665571356,0.026473214271114594,0.02992660423894628,0.02067117687591634,0.017394228322663106,0.06693034662880352,0.02806826802122889,0.03021810684218839,0.06608901425599813,0.02303091884496644,0.038948330711452865,0.05767484430700271,0.09126498803723827,0.012358476309528093
train/globe thistle/image_07086.jpg,0.31830988618379324,0.024066697479561423,0.005504996066636004,0.03555613526396863,0.009415083848806747,0.06147476335215474,0.015559339280309016,0.0322452623327968,0.07031152075085957,0.014661426963650026,0.03379467041665767,0.015481322919506619,0.0680371749830691,0.05361232066732075,0.047332205888368256,0.047511677551376204,0.05696977834323024,0.07127094545778392,0.05749489124751107,0.052490823514513694,0.038325214167988196,0.05884699701783666,0.08625221746172174,0.07766396650172104,0.06400706381164782
train/globe thistle/image_08095.jpg,0.3183098861837921,0.04932248564726236,0.003780364121201512,0.07355011442529673,0.014711352021280858,0.03276789960503668,0.04233930480287669,0.02771407985435,0.02328156373656467,0.050093670372695076,0.04012356603798038,0.026571494738006525,0.0037565965736013067,0.008977893386928908,0.016154064784305856,0.009147402250532122,0.03345424131508127,0.03536242989103545,0.032567961182419246,0.0621543611081215,0.013643339445402506,0.01565386223635424,0.027990559328690937,0.03575526996942823,0.07208190442785534
train/globe thistle/image_07115.jpg,0.3183098861837922,0.009464037879908611,0.03755749540484252,0.019411694225390307,0.03967876333423748,0.04165463279972659,0.009992800685568745,0.029351079492491924,0.06919329515685416,0.060627834383625186,0.04999613038439348,0.03551006430729964,0.013288499459190596,0.05229478936469293,0.040272490118383734,0.05387480851053703,0.04578869421170144,0.012101781917645672,0.10012479510263864,0.04180308891816729,0.16134560939047748,0.07001380284055568,0.08288604375557283,0.07614280625832741,0.039947199866884914
train/globe thistle/image_07091.jpg,0.318309886183792,0.018965045924691674,0.0004333334806319203,0.06974651170291671,0.05901874179692087,0.02457290614317247,0.01770091051139546,0.0444396618889474,0.0487678840725258,0.026729604177823683,0.04658698805011153,0.06925180477252642,0.014720390084831603,0.02719563719663551,0.05802138036640196,0.06601472084997088,0.01751188148183605,0.02903172030620144,0.05032063447211734,0.0536738901874984,0.028640621161157235,0.027585141867005773,0.057184334106074,0.10829479250424799,0.10847512436628824
train/globe thistle/image_08093.jpg,0.31830988618379025,0.17583534855834654,0.10225281850825613,0.26367792416618846,0.2900464166803046,0.0717568305512191,0.039458092246042575,0.23857366584658604,0.1709262036916774,0.18647457628441574,0.09427204722997996,0.166648567854635,0.13907643367592692,0.12880740807367402,0.1681797259213465,0.062149954203717266,0.018663738156234004,0.020532590705137414,0.09485275429977316,0.3564379609076291,0.1549295799643711,0.17544324371497386,0.11503690661188908,0.061997700780327264,0.0318269844668644
train/globe thistle/image_07112.jpg,0.31830988618378864,0.02115345571840088,0.010516472893622973,0.023821863814795355,0.02900860510752384,0.016527828038237664,0.05413400793947111,0.04063922805638004,0.03041559605237364,0.02881258367258733,0.01255435274287718,0.03686786998653025,0.011127115254311454,0.035102328346235404,0.04583241309175029,0.03540971976853127,0.012119970112450676,0.04216960227783424,0.05962919186859589,0.042782203885610146,0.05223977125182084,0.036738726453954866,0.026900688538209063,0.037251796546907405,0.03626583064311545
train/globe thistle/image_07096.jpg,0.3183098861837918,0.02240525835744269,0.021583418192321183,0.03441677981345428,0.024709205157625834,0.034108010256184235,0.01681191665226652,0.006157121210082999,0.0010881872406380351,0.029576823304062715,0.029230872611261685,0.08039608673632187,0.06680011796918203,0.03970709639864245,0.03307151260913432,0.04807755929976134,0.0267334052462046,0.00836973499664928,0.09466335730371492,0.014997875790037848,0.11139897738825875,0.06803357086632801,0.03759236674094983,0.0997947651038389,0.009646334517288723
train/globe thistle/image_07097.jpg,0.3183098861837924,0.057987681959482305,0.027344967074979746,0.02142668175234668,0.034678640417238636,0.01709415332906986,0.018487011124793645,0.05123737178095051,0.03674115513606682,0.06321957092089468,0.12130570934755047,0.03436128982560447,0.09100310856630658,0.04167320364825856,0.08947177699895204,0.04360817856572378,0.0907092884927499,0.04643364706207721,0.04236467720187749,0.03640357097447467,0.02857844905531615,0.03336211624704503,0.030554722175475325,0.09172046325022372,0.10517324006784022
train/globe thistle/image_07099.jpg,0.3183098861837909,0.10149056411677773,0.031231479772611617,0.041072872559774556,0.1302163228214304,0.03464768403649891,0.0995877984596591,0.0702540736997162,0.06783361792052688,0.03510724347826466,0.05810075655498597,0.12068024753488792,0.04745909975776321,0.12263958187931692,0.04138953113883707,0.03756173060998999,0.05129481672101111,0.10642275950038613,0.02010172427784769,0.048577787406865434,0.0725353485388611,0.046768630897970585,0.049372160212724364,0.12126568301961797,0.027704961787449228
train/globe thistle/image_07100.jpg,0.31830988618379047,0.09217587947399195,0.06349151194450343,0.03812067466018372,0.12556359840159026,0.11360153461287785,0.12239257665418175,0.07841549273168066,0.04968911895137817,0.030874063398164463,0.16121572832339806,0.070140073066568,0.26604046014760147,0.14143799130219062,0.05438183950544062,0.14025418736968367,0.12991093083329958,0.0693708267726539,0.13559341590827187,0.034861854991699665,0.0987404499199085,0.05164959188991966,0.09153581106268457,0.15885196338968802,0.1268979153698656
